,matchdate,teamId,playerId,firstName,lastName,position,fullPosition
197,2016-05-15,29,10522,DeAndre,Yedlin,D,Right Full Back
198,2016-05-15,36,6030,Salomón,Rondón,F,Centre Striker
199,2016-05-15,36,3156,Jonny,Evans,D,Centre Central Defender
200,2016-05-15,36,1943,Darren,Fletcher,M,Centre Central Midfielder
201,2016-05-15,36,13866,Jonathan,Leko,M,Left/Right Attacking Midfielder
202,2016-05-15,36,4198,Craig,Dawson,D,Centre Central Defender
203,2016-05-15,36,3734,Jonas,Olsson,D,Centre Central Defender
204,2016-05-15,36,4395,James,McClean,M,Left Winger
205,2016-05-15,36,4673,Claudio,Yacob,M,Centre Defensive Midfielder
206,2016-05-15,36,2932,Ben,Foster,G,Goalkeeper
207,2016-05-15,36,4437,Gareth,McAuley,D,Centre Central Defender
208,2016-05-15,36,2847,Craig,Gardner,M,Centre/Right Central Midfielder
209,2016-05-15,10,9030,Brad,Smith,D,Left Full Back
210,2016-05-15,10,9032,Cameron,Brannagan,M,Centre Central Midfielder
211,2016-05-15,10,4426,Kevin,Stewart,D,Right Full Back
212,2016-05-15,10,4413,Joe,Allen,M,Centre Central Midfielder
213,2016-05-15,10,3137,Lucas Pezzini,Leiva,M,Centre Central Midfielder
214,2016-05-15,10,4527,Jordon,Ibe,M,Left/Right Winger
215,2016-05-15,10,10543,Sheyi,Ojo,M,Midfielder
216,2016-05-15,10,3404,Martin,Skrtel,D,Centre Central Defender
217,2016-05-15,10,4129,Jon,Flanagan,D,Right Full Back
218,2016-05-15,10,4492,Christian,Benteke,F,Centre Striker
219,2016-05-15,10,3348,Adam,Bogdan,G,Goalkeeper
220,2016-05-11,14,6393,Dieumerci,Mbokani,F,Centre Striker
221,2016-05-11,14,3746,Graham,Dorrans,M,Centre Central Midfielder
222,2016-05-11,14,3811,Nathan,Redmond,M,Left/Right Winger
223,2016-05-11,14,4351,Ryan,Bennett,D,Centre Central Defender
224,2016-05-11,14,2896,John,Ruddy,G,Goalkeeper
225,2016-05-11,14,4357,Wes,Hoolahan,M,Left Central Midfielder
226,2016-05-11,14,6292,Ivo Daniel,Ferreira Mendonça Pinto,D,Right Full Back
227,2016-05-11,14,2550,Gary,O'Neil,M,Centre/Right Central Midfielder
228,2016-05-11,14,4349,Russell,Martin,D,Centre/Right Central Defender
229,2016-05-11,14,2867,Martin,Olsson,D,Left Full Back
230,2016-05-11,14,4510,Steven,Naismith,F,Centre/Right Second Striker
231,2016-05-11,33,3160,Craig,Cathcart,D,Centre Central Defender
232,2016-05-11,33,13821,Allan-Roméo,Nyom,D,Right Full Back
233,2016-05-11,33,13824,José Manuel,Jurado,M,Left/Centre Attacking Midfielder
234,2016-05-11,33,3719,Heurelho,da Silva Gomes,G,Goalkeeper
235,2016-05-11,33,4925,Mario,Suárez,M,Centre Central Midfielder
236,2016-05-11,33,5668,Miguel,Britos,D,Left/Centre Central Defender
237,2016-05-11,33,10957,Odion,Ighalo,F,Striker
238,2016-05-11,33,9950,Ikechi,Anya,M,Left/Right Winger
239,2016-05-11,33,2686,Ben,Watson,M,Centre Central Midfielder
240,2016-05-11,33,9943,Almen,Abdi,M,Centre Attacking Midfielder
241,2016-05-11,33,9947,Troy,Deeney,F,Centre Striker
242,2016-05-11,29,10522,DeAndre,Yedlin,D,Right Full Back
243,2016-05-11,29,3863,Fabio,Borini,F,Left/Centre/Right Second Striker
244,2016-05-11,29,3362,Patrick,van Aanholt,D,Left Full Back
245,2016-05-11,29,7198,Yann,M'Vila,M,Centre Central Midfielder
246,2016-05-11,29,5365,Jan,Kirchhoff,M,Centre Defensive Midfielder
247,2016-05-11,29,2949,Lee,Cattermole,M,Centre Defensive Midfielder
248,2016-05-11,29,1526,Jermain,Defoe,F,Centre Striker
249,2016-05-11,29,3508,Younes,Kaboul,D,Centre Central Defender
250,2016-05-11,29,2834,Vito,Mannone,G,Goalkeeper
251,2016-05-11,29,13791,Lamine,Koné,D,Centre Central Defender
252,2016-05-11,29,13793,Wahbi,Khazri,M,Left/Centre/Right Attacking Midfielder
253,2016-05-11,7,3030,Leighton,Baines,D,Left Full Back
254,2016-05-11,7,3448,Tom,Cleverley,M,Centre Central Midfielder
255,2016-05-11,7,4696,Joel,Robles,G,Goalkeeper
256,2016-05-11,7,4505,John,Stones,D,Right Full Back
257,2016-05-11,7,4507,Kevin,Mirallas,M,Left/Right Winger
258,2016-05-11,7,4290,Romelu,Lukaku,F,Centre Striker
259,2016-05-11,7,13387,Ramiro,Funes Mori,D,Centre Central Defender
260,2016-05-11,7,4115,Ross,Barkley,M,Left/Centre/Right Attacking Midfielder
261,2016-05-11,7,9895,Matthew,Pennington,D,Centre/Right Central Defender
262,2016-05-11,7,3979,James,McCarthy,M,Centre Central Midfielder
263,2016-05-11,7,1308,Gareth,Barry,M,Centre Central Midfielder
264,2016-05-11,10,2100,James,Milner,M,Left/Centre/Right Central Midfielder
265,2016-05-11,10,4604,Nathaniel,Clyne,D,Right Full Back
266,2016-05-11,10,4813,Dejan,Lovren,D,Centre Central Defender
267,2016-05-11,10,13511,Roberto Firmino,Barbosa de Oliveira,F,Left/Centre/Right Striker
268,2016-05-11,10,4618,Adam,Lallana,M,Left/Centre/Right Attacking Midfielder
269,2016-05-11,10,4179,Simon,Mignolet,G,Goalkeeper
270,2016-05-11,10,3154,Daniel,Sturridge,F,Centre Striker
271,2016-05-11,10,4525,Philippe,Coutinho Correia,M,Left/Centre Attacking Midfielder
272,2016-05-11,10,7219,Alberto,Moreno,D,Left Full Back
273,2016-05-11,10,2002,Kolo,Touré,D,Centre Central Defender
274,2016-05-11,10,5001,Emre,Can,M,Centre/Right Central Midfielder
275,2016-05-11,4,4748,Willian,Borges Da Silva,F,Left/Centre/Right Winger
276,2016-05-11,4,2537,Asmir,Begovic,G,Goalkeeper
277,2016-05-11,4,4503,Eden,Hazard,F,Left/Centre/Right Second Striker
278,2016-05-11,4,4972,Pedro,Rodríguez Ledesma,F,Left/Right Winger
279,2016-05-11,4,2620,Gary,Cahill,D,Centre Central Defender
280,2016-05-11,4,4496,César,Azpilicueta,D,Left/Right Full Back
281,2016-05-11,4,10394,Bertrand,Traoré,M,Left Winger
282,2016-05-11,4,13279,Abdul Rahman,Baba,D,Left Full Back
283,2016-05-11,4,3102,Mikel John,Obi,M,Centre Defensive Midfielder
284,2016-05-11,4,2417,Cesc,Fàbregas,M,Centre Central Midfielder
285,2016-05-11,4,3861,Nemanja,Matic,M,Centre Central Midfielder
286,2016-05-10,25,5861,Cheikhou,Kouyaté,M,Centre Central Midfielder
287,2016-05-10,25,5586,Dimitri,Payet,M,Left/Centre/Right Attacking Midfielder
288,2016-05-10,25,9595,Michail,Antonio,F,Left/Centre/Right Striker
289,2016-05-10,25,5514,Angelo,Ogbonna,D,Left/Centre Central Defender
290,2016-05-10,25,13872,Manuel,Lanzini,M,Left/Centre/Right Attacking Midfielder
291,2016-05-10,25,8897,Aaron,Cresswell,D,Left Full Back
292,2016-05-10,25,3014,Mark,Noble,M,Centre Central Midfielder
293,2016-05-10,25,2216,Darren,Randolph,G,Goalkeeper
294,2016-05-10,25,4209,Winston,Reid,D,Centre/Right Central Defender
295,2016-05-10,25,3175,Andy,Carroll,F,Centre Striker
296,2016-05-10,25,10540,Diafra,Sakho,F,Centre Striker
297,2016-05-10,12,3285,Luis Antonio,Valencia,D,Right Full Back
298,2016-05-10,12,4330,David,de Gea,G,Goalkeeper
299,2016-05-10,12,10472,Marcos,Rojo,D,Left/Centre Full Back
300,2016-05-10,12,2064,Wayne,Rooney,F,Centre Second Striker
301,2016-05-10,12,11272,Anthony,Martial,F,Left/Centre Second Striker
302,2016-05-10,12,4615,Morgan,Schneiderlin,M,Centre Defensive Midfielder
303,2016-05-10,12,13565,Marcus,Rashford,F,Left/Centre Second Striker
304,2016-05-10,12,4287,Juan,Mata,M,Left/Centre/Right Attacking Midfielder
305,2016-05-10,12,4888,Daley,Blind,D,Left/Centre Central Defender
306,2016-05-10,12,3613,Chris,Smalling,D,Centre Central Defender
307,2016-05-10,12,10475,Ander,Herrera,M,Centre Central Midfielder
308,2016-05-08,21,3955,Kyle,Walker,D,Right Full Back
309,2016-05-08,21,4999,Heung-Min,Son,F,Left/Centre/Right Winger
310,2016-05-08,21,4666,Jan,Vertonghen,D,Centre Central Defender
311,2016-05-08,21,4842,Erik,Lamela,M,Centre/Right Attacking Midfielder
312,2016-05-08,21,4916,Toby,Alderweireld,D,Centre/Right Central Defender
313,2016-05-08,21,4664,Hugo,Lloris,G,Goalkeeper
314,2016-05-08,21,3960,Harry,Kane,F,Centre Striker
315,2016-05-08,21,4845,Christian,Eriksen,M,Left/Centre/Right Attacking Midfielder
316,2016-05-08,21,3725,Ryan,Mason,M,Centre Central Midfielder
317,2016-05-08,21,4112,Eric,Dier,M,Centre Defensive Midfielder
318,2016-05-08,21,3507,Danny,Rose,D,Left Full Back
319,2016-05-08,20,10498,Dusan,Tadic,M,Left/Right Winger
320,2016-05-08,20,2423,Steven,Davis,M,Centre/Right Central Midfielder
321,2016-05-08,20,5140,Virgil,van Dijk,D,Centre Central Defender
322,2016-05-08,20,2886,Ryan,Bertrand,D,Left Full Back
323,2016-05-08,20,3170,Fraser,Forster,G,Goalkeeper
324,2016-05-08,20,3206,Shane,Long,F,Centre Striker
325,2016-05-08,20,4816,Victor,Wanyama,M,Centre Defensive Midfielder
326,2016-05-08,20,4606,José Miguel,da Rocha Fonte,D,Centre Central Defender
327,2016-05-08,20,12365,Jordy,Clasie,M,Centre Central Midfielder
328,2016-05-08,20,6519,Sadio,Mané,M,Left Winger
329,2016-05-08,20,13716,Rhu-endly,Martina,D,Right Full Back
330,2016-05-08,10,7219,Alberto,Moreno,D,Left Full Back
331,2016-05-08,10,4426,Kevin,Stewart,D,Right Full Back
332,2016-05-08,10,4525,Philippe,Coutinho Correia,M,Left/Centre Attacking Midfielder
333,2016-05-08,10,3137,Lucas Pezzini,Leiva,M,Centre Central Midfielder
334,2016-05-08,10,4179,Simon,Mignolet,G,Goalkeeper
335,2016-05-08,10,4527,Jordon,Ibe,M,Left/Right Winger
336,2016-05-08,10,10543,Sheyi,Ojo,M,Midfielder
337,2016-05-08,10,4413,Joe,Allen,M,Centre Central Midfielder
338,2016-05-08,10,3404,Martin,Skrtel,D,Centre Central Defender
339,2016-05-08,10,4129,Jon,Flanagan,D,Right Full Back
340,2016-05-08,10,4492,Christian,Benteke,F,Centre Striker
341,2016-05-08,33,3160,Craig,Cathcart,D,Centre Central Defender
342,2016-05-08,33,13824,José Manuel,Jurado,M,Left/Centre Attacking Midfielder
343,2016-05-08,33,3719,Heurelho,da Silva Gomes,G,Goalkeeper
344,2016-05-08,33,5668,Miguel,Britos,D,Left/Centre Central Defender
345,2016-05-08,33,9943,Almen,Abdi,M,Centre Attacking Midfielder
346,2016-05-08,33,10957,Odion,Ighalo,F,Striker
347,2016-05-08,33,9950,Ikechi,Anya,M,Left/Right Winger
348,2016-05-08,33,4925,Mario,Suárez,M,Centre Central Midfielder
349,2016-05-08,33,2686,Ben,Watson,M,Centre Central Midfielder
350,2016-05-08,33,13822,Sebastian,Prödl,D,Centre Central Defender
351,2016-05-08,33,9947,Troy,Deeney,F,Centre Striker
352,2016-05-08,11,4288,Kevin,De Bruyne,M,Left/Centre/Right Attacking Midfielder
353,2016-05-08,11,3311,Bacary,Sagna,D,Right Full Back
354,2016-05-08,11,5344,Fernando Francisco,Reges,M,Centre Defensive Midfielder
355,2016-05-08,11,3143,Joe,Hart,G,Goalkeeper
356,2016-05-08,11,5334,Eliaquim,Mangala,D,Centre Central Defender
357,2016-05-08,11,4328,Sergio,Agüero,F,Centre Striker
358,2016-05-08,11,4803,Jesús,Navas,M,Right Winger
359,2016-05-08,11,13554,Kelechi,Iheanacho,F,Centre Striker
360,2016-05-08,11,4804,Fernando,Luiz Rosa,M,Centre Defensive Midfielder
361,2016-05-08,11,6058,Nicolás,Otamendi,D,Centre Central Defender
362,2016-05-08,11,2413,Gaël,Clichy,D,Left Full Back
363,2016-05-08,1,10423,Gabriel Armando,de Abreu,D,Centre Central Defender
364,2016-05-08,1,3548,Aaron,Ramsey,M,Centre Central Midfielder
365,2016-05-08,1,4030,Laurent,Koscielny,D,Centre Central Defender
366,2016-05-08,1,4481,Olivier,Giroud,F,Centre Striker
367,2016-05-08,1,4474,Héctor,Bellerín,D,Right Full Back
368,2016-05-08,1,5239,Mohamed Naser,El Sayed Elneny,M,Centre Defensive Midfielder
369,2016-05-08,1,4472,Ignacio,Monreal,D,Left Full Back
370,2016-05-08,1,2651,Petr,Cech,G,Goalkeeper
371,2016-05-08,1,4973,Alexis,Sánchez,F,Left/Right Second Striker
372,2016-05-08,1,3452,Danny,Welbeck,F,Left/Centre/Right Second Striker
373,2016-05-08,1,4717,Alex,Iwobi,M,Left/Centre/Right Attacking Midfielder
374,2016-05-07,14,3681,Sebastien,Bassong,D,Centre Central Defender
375,2016-05-07,14,3811,Nathan,Redmond,M,Left/Right Winger
376,2016-05-07,14,4357,Wes,Hoolahan,M,Left Central Midfielder
377,2016-05-07,14,2530,Cameron,Jerome,F,Centre Striker
378,2016-05-07,14,4355,Jonny,Howson,M,Centre Central Midfielder
379,2016-05-07,14,4158,Robbie,Brady,M,Left Winger
380,2016-05-07,14,2896,John,Ruddy,G,Goalkeeper
381,2016-05-07,14,6292,Ivo Daniel,Ferreira Mendonça Pinto,D,Right Full Back
