id,matchdate,teamId,playerId,firstName,lastName,position,fullPosition
0,2020-07-26,1,7163,Dani,Ceballos,M,Left/Centre/Right Attacking Midfielder
1,2020-07-26,1,10428,Ainsley,Maitland-Niles,M,Left Wing Back
2,2020-07-26,1,4100,David,Luiz Moreira Marinho,D,Centre Central Defender
3,2020-07-26,1,6899,Alexandre,Lacazette,F,Centre Striker
4,2020-07-26,1,14446,Joseph,Willock,M,Centre Central Midfielder
5,2020-07-26,1,4245,Emiliano,Martínez,G,Goalkeeper
6,2020-07-26,1,12185,Kieran,Tierney,D,Left Full Back
7,2020-07-26,1,5110,Pierre-Emerick,Aubameyang,F,Centre Striker
8,2020-07-26,1,11575,Rob,Holding,D,Centre Central Defender
9,2020-07-26,1,50252,Nicolas,Pépé,F,Right Winger
10,2020-07-26,1,12136,Granit,Xhaka,M,Centre Central Midfielder
11,2020-07-26,33,49992,Adam,Masina,D,Left Full Back
12,2020-07-26,33,13823,Abdoulaye,Doucouré,M,Centre Central Midfielder
13,2020-07-26,33,22546,Francisco,Femenía Far,D,Right Wing Back
14,2020-07-26,33,49796,Ismaila,Sarr,F,Left/Right Winger
15,2020-07-26,33,2932,Ben,Foster,G,Goalkeeper
16,2020-07-26,33,19605,Christian,Kabasele,D,Centre Central Defender
17,2020-07-26,33,4198,Craig,Dawson,D,Centre Central Defender
18,2020-07-26,33,9947,Troy,Deeney,F,Centre Striker
19,2020-07-26,33,11213,Roberto,Pereyra,M,Left/Centre/Right Central Midfielder
20,2020-07-26,33,3452,Danny,Welbeck,F,Centre Striker
21,2020-07-26,33,8589,Will,Hughes,M,Centre Central Midfielder
22,2020-07-26,43,8143,James,Tarkowski,D,Centre Central Defender
23,2020-07-26,43,6210,Jóhann,Gudmundsson,M,Left Winger
24,2020-07-26,43,3851,Jay,Rodriguez,F,Left/Centre/Right Second Striker
25,2020-07-26,43,4821,Erik,Pieters,D,Left Full Back
26,2020-07-26,43,2517,Phil,Bardsley,D,Right Full Back
27,2020-07-26,43,24797,Dwight,McNeil,M,Left/Centre Winger
28,2020-07-26,43,9457,Josh,Brownhill,M,Centre Central Midfielder
29,2020-07-26,43,4489,Ashley,Westwood,M,Centre Central Midfielder
30,2020-07-26,43,10079,Nick,Pope,G,Goalkeeper
31,2020-07-26,43,3837,Kevin,Long,D,Centre Central Defender
32,2020-07-26,43,3756,Chris,Wood,F,Centre Striker
33,2020-07-26,131,12192,Mat,Ryan,G,Goalkeeper
34,2020-07-26,131,8163,Lewis,Dunk,D,Centre Central Defender
35,2020-07-26,131,9426,Adam,Webster,D,Centre Central Defender
36,2020-07-26,131,16256,Neal,Maupay,F,Centre Striker
37,2020-07-26,131,8171,Solly,March,M,Left/Centre/Right Attacking Midfielder
38,2020-07-26,131,23704,Tariq,Lamptey,D,Right Full Back
39,2020-07-26,131,8707,Dan,Burn,D,Centre Central Defender
40,2020-07-26,131,21653,Aaron,Connolly,F,Forward
41,2020-07-26,131,8168,Dale,Stephens,M,Centre Central Midfielder
42,2020-07-26,131,63633,Alexis,Mac Allister,M,Left/Centre/Right Attacking Midfielder
43,2020-07-26,131,50245,Yves,Bissouma,M,Centre Central Midfielder
44,2020-07-26,4,12520,Mateo,Kovacic,M,Centre Central Midfielder
45,2020-07-26,4,5175,Kurt,Zouma,D,Centre Central Defender
46,2020-07-26,4,14571,Reece,James,D,Right Full Back
47,2020-07-26,4,15559,Christian,Pulisic,M,Left/Centre/Right Attacking Midfielder
48,2020-07-26,4,4481,Olivier,Giroud,F,Centre Striker
49,2020-07-26,4,10466,Willy,Caballero,G,Goalkeeper
