id,season,matchId,matchDate,homeTeamId,homeTeamName,awayTeamID,awayTeamName,homeTeamScore,awayTeamScore
0,2019/20,46975,2020-07-26,1,Arsenal,33,Watford,3,2
1,2019/20,46976,2020-07-26,43,Burnley,131,Brighton,1,2
2,2019/20,46977,2020-07-26,4,Chelsea,38,Wolves,2,0
3,2019/20,46978,2020-07-26,6,Crystal Palace,21,Spurs,1,1
4,2019/20,46979,2020-07-26,7,Everton,127,AFC Bournemouth,1,3
5,2019/20,46980,2020-07-26,26,Leicester,12,Man Utd,0,2
6,2019/20,46981,2020-07-26,11,Man City,14,Norwich,5,0
7,2019/20,46982,2020-07-26,23,Newcastle,10,Liverpool,1,3
8,2019/20,46983,2020-07-26,20,Southampton,18,Sheffield Utd,3,1
9,2019/20,46984,2020-07-26,25,West Ham,2,Aston Villa,1,1
10,2019/20,46969,2020-07-22,12,Man Utd,25,West Ham,1,1
11,2019/20,46968,2020-07-22,10,Liverpool,4,Chelsea,5,3
12,2019/20,46973,2020-07-21,33,Watford,11,Man City,0,4
13,2019/20,46965,2020-07-21,2,Aston Villa,1,Arsenal,1,0
14,2019/20,46967,2020-07-20,131,Brighton,23,Newcastle,0,0
15,2019/20,46971,2020-07-20,18,Sheffield Utd,7,Everton,0,1
16,2019/20,46974,2020-07-20,38,Wolves,6,Crystal Palace,2,0
17,2019/20,46966,2020-07-19,127,AFC Bournemouth,20,Southampton,0,2
18,2019/20,46972,2020-07-19,21,Spurs,26,Leicester,3,0
19,2019/20,46970,2020-07-18,14,Norwich,43,Burnley,0,2
20,2019/20,46964,2020-07-17,25,West Ham,33,Watford,3,1
21,2019/20,46959,2020-07-16,7,Everton,2,Aston Villa,1,1
22,2019/20,46960,2020-07-16,26,Leicester,18,Sheffield Utd,2,0
23,2019/20,46958,2020-07-16,6,Crystal Palace,12,Man Utd,0,2
24,2019/20,46963,2020-07-16,20,Southampton,131,Brighton,1,1
25,2019/20,46956,2020-07-15,43,Burnley,38,Wolves,1,1
26,2019/20,46961,2020-07-15,11,Man City,127,AFC Bournemouth,2,1
27,2019/20,46962,2020-07-15,23,Newcastle,21,Spurs,1,3
28,2019/20,46955,2020-07-15,1,Arsenal,10,Liverpool,2,1
29,2019/20,46957,2020-07-14,4,Chelsea,14,Norwich,1,0
30,2019/20,46949,2020-07-13,12,Man Utd,20,Southampton,2,2
31,2019/20,46954,2020-07-12,38,Wolves,7,Everton,3,0
32,2019/20,46945,2020-07-12,2,Aston Villa,6,Crystal Palace,2,0
33,2019/20,46952,2020-07-12,21,Spurs,1,Arsenal,2,1
34,2019/20,46946,2020-07-12,127,AFC Bournemouth,26,Leicester,4,1
35,2019/20,46950,2020-07-11,14,Norwich,25,West Ham,0,4
36,2019/20,46953,2020-07-11,33,Watford,23,Newcastle,2,1
37,2019/20,46948,2020-07-11,10,Liverpool,43,Burnley,1,1
38,2019/20,46951,2020-07-11,18,Sheffield Utd,4,Chelsea,3,0
39,2019/20,46947,2020-07-11,131,Brighton,11,Man City,0,5
40,2019/20,46937,2020-07-09,127,AFC Bournemouth,21,Spurs,0,0
41,2019/20,46940,2020-07-09,7,Everton,20,Southampton,1,1
42,2019/20,46936,2020-07-09,2,Aston Villa,12,Man Utd,0,3
43,2019/20,46941,2020-07-08,11,Man City,23,Newcastle,5,0
44,2019/20,46942,2020-07-08,18,Sheffield Utd,38,Wolves,1,0
45,2019/20,46944,2020-07-08,25,West Ham,43,Burnley,0,1
46,2019/20,46938,2020-07-08,131,Brighton,10,Liverpool,1,3
47,2019/20,46939,2020-07-07,6,Crystal Palace,4,Chelsea,2,3
48,2019/20,46943,2020-07-07,33,Watford,14,Norwich,2,1
49,2019/20,46935,2020-07-07,1,Arsenal,26,Leicester,1,1
50,2019/20,46933,2020-07-06,21,Spurs,7,Everton,1,0
51,2019/20,46925,2020-07-05,43,Burnley,18,Sheffield Utd,1,1
52,2019/20,46930,2020-07-05,23,Newcastle,25,West Ham,2,2
53,2019/20,46928,2020-07-05,10,Liverpool,2,Aston Villa,2,0
54,2019/20,46932,2020-07-05,20,Southampton,11,Man City,1,0
55,2019/20,46931,2020-07-04,14,Norwich,131,Brighton,0,1
56,2019/20,46927,2020-07-04,26,Leicester,6,Crystal Palace,3,0
57,2019/20,46929,2020-07-04,12,Man Utd,127,AFC Bournemouth,5,2
58,2019/20,46934,2020-07-04,38,Wolves,1,Arsenal,0,2
59,2019/20,46926,2020-07-04,4,Chelsea,33,Watford,3,0
60,2019/20,46922,2020-07-02,18,Sheffield Utd,21,Spurs,3,1
61,2019/20,46921,2020-07-02,11,Man City,10,Liverpool,4,0
62,2019/20,46917,2020-07-01,127,AFC Bournemouth,23,Newcastle,1,4
63,2019/20,46915,2020-07-01,1,Arsenal,14,Norwich,4,0
